Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Kentucky,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,All Sexes,All Ages,4768,34967,3651,2325,74,6162,
9/30/20,2/1/20,9/26/20,Louisiana,Male,All Ages,2512,18187,1963,1261,34,3245,
9/30/20,2/1/20,9/26/20,Louisiana,Male,Under 1 year,0,117,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Male,0-17 years,,234,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,1-4 years,,26,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,5-14 years,,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,15-24 years,,279,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,18-29 years,14,508,17,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,25-34 years,20,583,23,10,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,30-49 years,134,1702,91,58,,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,35-44 years,57,813,49,30,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,45-54 years,151,1352,84,64,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,50-64 years,456,3833,344,230,,577,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,55-64 years,369,3060,289,187,,475,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,65-74 years,653,4354,541,344,11,859,
9/30/20,2/1/20,9/26/20,Louisiana,Male,75-84 years,742,4282,550,359,,940,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Male,85 years and over,509,3274,418,265,,666,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,All Ages,2256,16780,1688,1064,40,2917,
9/30/20,2/1/20,9/26/20,Louisiana,Female,Under 1 year,,99,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,0-17 years,,148,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,1-4 years,0,12,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,5-14 years,0,23,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,15-24 years,,115,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,18-29 years,10,203,16,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,25-34 years,17,268,18,10,0,25,
9/30/20,2/1/20,9/26/20,Louisiana,Female,30-49 years,96,940,62,41,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,35-44 years,49,448,34,22,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,45-54 years,103,846,71,43,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,50-64 years,346,2593,279,172,10,461,
9/30/20,2/1/20,9/26/20,Louisiana,Female,55-64 years,280,2073,228,144,,366,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,65-74 years,428,3219,348,213,,570,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,75-84 years,660,4228,466,308,,826,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Female,85 years and over,715,5449,512,321,,914,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Louisiana,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,All Sexes,All Ages,159,10046,632,36,31,786,
9/30/20,2/1/20,9/26/20,Maine,Male,All Ages,75,5278,358,20,16,429,
9/30/20,2/1/20,9/26/20,Maine,Male,Under 1 year,0,22,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Male,0-17 years,0,47,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,15-24 years,0,61,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Male,18-29 years,,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,25-34 years,,129,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,30-49 years,,375,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,35-44 years,,179,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,45-54 years,,332,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,50-64 years,,1008,38,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,55-64 years,,798,32,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,65-74 years,20,1139,83,,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,75-84 years,22,1312,106,,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Male,85 years and over,21,1294,123,,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,All Ages,84,4768,274,16,15,357,
9/30/20,2/1/20,9/26/20,Maine,Female,Under 1 year,0,20,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Female,0-17 years,0,27,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,15-24 years,0,16,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Female,18-29 years,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,25-34 years,0,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,30-49 years,,164,11,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,35-44 years,,77,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,45-54 years,,171,10,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,50-64 years,,531,26,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,55-64 years,,424,20,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,65-74 years,10,812,47,0,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,75-84 years,26,1217,78,,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Female,85 years and over,43,1981,111,,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maine,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maine,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maryland,All Sexes,All Ages,4232,38540,3734,1554,126,6522,
9/30/20,2/1/20,9/26/20,Maryland,Male,All Ages,2162,19668,1979,832,60,3362,
9/30/20,2/1/20,9/26/20,Maryland,Male,Under 1 year,0,123,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,0-17 years,0,190,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,5-14 years,0,26,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,15-24 years,,326,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,18-29 years,20,614,18,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,25-34 years,31,712,25,12,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,30-49 years,138,1843,92,46,,190,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,35-44 years,67,868,46,24,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,45-54 years,136,1392,106,53,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,50-64 years,417,4003,349,162,14,615,
9/30/20,2/1/20,9/26/20,Maryland,Male,55-64 years,335,3197,276,125,12,496,
9/30/20,2/1/20,9/26/20,Maryland,Male,65-74 years,475,4148,433,194,,722,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Male,75-84 years,608,4494,572,246,14,948,
9/30/20,2/1/20,9/26/20,Maryland,Male,85 years and over,504,4376,514,175,17,856,
9/30/20,2/1/20,9/26/20,Maryland,Female,All Ages,2070,18871,1755,722,66,3160,
9/30/20,2/1/20,9/26/20,Maryland,Female,Under 1 year,0,92,0,0,0,0,
9/30/20,2/1/20,9/26/20,Maryland,Female,0-17 years,,137,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,1-4 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,5-14 years,0,21,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,15-24 years,,94,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,18-29 years,,222,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,25-34 years,,317,15,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,30-49 years,53,934,56,16,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,35-44 years,25,451,22,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,45-54 years,81,818,67,29,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Maryland,Female,50-64 years,245,2536,218,92,14,384,
9/30/20,2/1/20,9/26/20,Maryland,Female,55-64 years,187,2023,174,73,13,300,
9/30/20,2/1/20,9/26/20,Maryland,Female,65-74 years,365,3235,348,160,15,567,
9/30/20,2/1/20,9/26/20,Maryland,Female,75-84 years,551,4499,455,203,18,818,
